epoch,learning_times,real_time,,,,
933,477,0.599370956,,,,
934,574,0.696118116,,,,
935,636,0.771450996,,,,
936,583,0.7094841,,,,
937,598,0.722453833,,,,
938,512,0.621332884,,,,
939,508,0.627245903,,,,
940,468,0.573075771,,,,
941,599,0.760842085,,,,
942,460,0.560193062,,,,
943,513,0.624831915,,,,
944,543,0.658530235,,,,
945,529,0.641596317,,,,
946,605,0.740126133,,,,
947,564,0.686238289,,,,
948,651,0.789413214,,,,
949,473,0.573843956,,,,
950,569,0.688188791,,,,
951,473,0.577464819,,,,
952,550,0.674395084,,,,
953,539,0.652572155,,,,
954,529,0.649857044,,,,
955,662,0.802772999,,,,
956,462,0.565459967,,,,
957,505,0.642652273,,,,
958,493,0.614084959,,,,
959,594,0.719374895,,,,
960,635,0.779466867,,,,
961,484,0.610473871,,,,
962,558,0.67696619,,,,
963,520,0.632086039,,,,
964,467,0.570389032,,,,
965,727,0.877836943,,,,
966,467,0.569871187,,,,
967,721,0.868773699,,,,
968,481,0.588393927,,,,
969,665,0.805953026,,,,
970,440,0.536448002,,,,
971,492,0.627608061,,,,
972,464,0.565521717,,,,
973,515,0.629420042,,,,
974,610,0.736460924,,,,
975,500,0.608506203,,,,
976,456,0.560435057,,,,
977,557,0.679432154,,,,
978,477,0.596130133,,,,
979,529,0.642834902,,,,
980,558,0.678270817,,,,
981,665,0.82407999,,,,
982,513,0.623981953,,,,
983,481,0.583184242,,,,
984,403,0.499766111,,,,
985,516,0.624798059,,,,
986,596,0.723551989,,,,
987,616,0.779150724,,,,
